idxE,idxQ,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
13_2309_E_,13_2309_Q_,../new_data/cut_ugly_clothes_pair/13_2309_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2309_Q_.jpg,[0.0445389  0.00966792 0.00616509 ... 0.05737764 0.09027267 0.10657463],0,[0.0445389  0.00966792 0.00616509 ... 0.         0.         0.00853959],[0.0643852  0.07514827 0.32061076 ... 0.05737764 0.09027267 0.10657463]
13_1679_E_,13_1679_Q_,../new_data/cut_ugly_clothes_pair/13_1679_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1679_Q_.jpg,[0.         0.0428072  0.20809466 ... 0.         0.07968735 0.        ],0,[0.         0.0428072  0.20809466 ... 0.         0.00528916 0.15834509],[0.0822934  0.         0.01503272 ... 0.         0.07968735 0.        ]
13_1016_E_,13_1016_Q_,../new_data/cut_ugly_clothes_pair/13_1016_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1016_Q_.jpg,[0.         0.         0.08521748 ... 0.         0.08900902 0.        ],0,[0.         0.         0.08521748 ... 0.         0.02872296 0.04953156],[0.         0.02304728 0.3182809  ... 0.         0.08900902 0.        ]
1_696_E_,1_696_Q_,../new_data/cut_style:japan/1_696_E_.jpg,../new_data/cut_style:japan/1_696_Q_.jpg,[0.         0.         0.11927442 ... 0.         0.09052397 0.01853347],1,[0.         0.         0.11927442 ... 0.11272077 0.         0.06878303],[0.10253539 0.         0.14424455 ... 0.         0.09052397 0.01853347]
13_847_E_,13_847_Q_,../new_data/cut_ugly_clothes_pair/13_847_E_.jpg,../new_data/cut_ugly_clothes_pair/13_847_Q_.jpg,[0.         0.02724508 0.         ... 0.         0.         0.00124116],0,[0.         0.02724508 0.         ... 0.         0.         0.00270375],[0.30581358 0.         0.01536301 ... 0.         0.         0.00124116]
2_741_E_,2_741_Q_,../new_data/cut_style:korea/2_741_E_.jpg,../new_data/cut_style:korea/2_741_Q_.jpg,[0.03320838 0.         0.21553333 ... 0.         0.         0.        ],1,[0.03320838 0.         0.21553333 ... 0.08157713 0.00956019 0.02550936],[0.02346218 0.00321263 0.23954345 ... 0.         0.         0.        ]
13_2056_E_,13_2056_Q_,../new_data/cut_ugly_clothes_pair/13_2056_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2056_Q_.jpg,[0.         0.08130503 0.01066792 ... 0.         0.06028482 0.00624056],0,[0.         0.08130503 0.01066792 ... 0.         0.         0.09784806],[0.         0.00659003 0.         ... 0.         0.06028482 0.00624056]
2_854_E_,2_854_Q_,../new_data/cut_style:korea/2_854_E_.jpg,../new_data/cut_style:korea/2_854_Q_.jpg,[0.00417704 0.         0.60530853 ... 0.         0.         0.14446035],1,[0.00417704 0.         0.60530853 ... 0.0746577  0.15935802 0.01013241],[0.00995738 0.         0.33198988 ... 0.         0.         0.14446035]
13_1877_E_,13_1877_Q_,../new_data/cut_ugly_clothes_pair/13_1877_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1877_Q_.jpg,[0.         0.15080343 0.         ... 0.         0.03456902 0.0047341 ],0,[0.         0.15080343 0.         ... 0.         0.02412057 0.0582017 ],[0.         0.         0.15951101 ... 0.         0.03456902 0.0047341 ]
13_984_E_,13_984_Q_,../new_data/cut_ugly_clothes_pair/13_984_E_.jpg,../new_data/cut_ugly_clothes_pair/13_984_Q_.jpg,[0.         0.00678529 0.2825979  ... 0.         0.         0.9618153 ],0,[0.         0.00678529 0.2825979  ... 0.00099387 0.         0.14958644],[0.01522802 0.         0.11771659 ... 0.         0.         0.9618153 ]
2_979_E_,2_979_Q_,../new_data/cut_style:korea/2_979_E_.jpg,../new_data/cut_style:korea/2_979_Q_.jpg,[0.         0.00915394 0.03413307 ... 0.         0.03352767 0.        ],1,[0.         0.00915394 0.03413307 ... 0.         0.04297793 0.0655871 ],[0.05919744 0.         0.15620217 ... 0.         0.03352767 0.        ]
1_822_E_,1_822_Q_,../new_data/cut_style:japan/1_822_E_.jpg,../new_data/cut_style:japan/1_822_Q_.jpg,[0.001608   0.         0.04482725 ... 0.3784287  0.         0.03965615],1,[0.001608   0.         0.04482725 ... 0.         0.         0.02169866],[0.         0.07273929 0.31902444 ... 0.3784287  0.         0.03965615]
2_742_E_,2_742_Q_,../new_data/cut_style:korea/2_742_E_.jpg,../new_data/cut_style:korea/2_742_Q_.jpg,[0.00608381 0.         0.00428947 ... 0.02260619 0.04435372 0.09786528],1,[0.00608381 0.         0.00428947 ... 0.00309791 0.         0.29767123],[0.         0.         0.12654337 ... 0.02260619 0.04435372 0.09786528]
13_2292_E_,13_2292_Q_,../new_data/cut_ugly_clothes_pair/13_2292_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2292_Q_.jpg,[0.01322775 0.00662527 0.         ... 0.         0.05724411 0.        ],0,[0.01322775 0.00662527 0.         ... 0.         0.         0.01577036],[0.         0.01306198 0.12479223 ... 0.         0.05724411 0.        ]
0_291_E_,0_291_Q_,../new_data/cut_style:america/0_291_E_.jpg,../new_data/cut_style:america/0_291_Q_.jpg,[0.         0.00079821 0.         ... 0.         0.02743013 0.02448411],1,[0.         0.00079821 0.         ... 0.         0.03804082 0.04039413],[0.04400674 0.00355094 0.15238218 ... 0.         0.02743013 0.02448411]
2_70_E_,2_70_Q_,../new_data/cut_style:korea/2_70_E_.jpg,../new_data/cut_style:korea/2_70_Q_.jpg,[0.01527842 0.64094204 0.13343917 ... 0.17528841 0.         0.00150678],1,[0.01527842 0.64094204 0.13343917 ... 0.03434572 0.7584626  0.75210017],[0.03485153 0.         0.         ... 0.17528841 0.         0.00150678]
0_344_E_,0_344_Q_,../new_data/cut_style:america/0_344_E_.jpg,../new_data/cut_style:america/0_344_Q_.jpg,[0.00330334 0.         0.12907049 ... 0.         0.1730614  0.001267  ],1,[0.00330334 0.         0.12907049 ... 0.00883626 0.11564676 0.14381056],[0.03065978 0.         0.         ... 0.         0.1730614  0.001267  ]
13_1124_E_,13_1124_Q_,../new_data/cut_ugly_clothes_pair/13_1124_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1124_Q_.jpg,[0.         0.02712715 0.14085826 ... 0.         0.24942836 0.        ],0,[0.         0.02712715 0.14085826 ... 0.         0.         0.22467543],[0.02322659 0.         0.08617081 ... 0.         0.24942836 0.        ]
2_784_E_,2_784_Q_,../new_data/cut_style:korea/2_784_E_.jpg,../new_data/cut_style:korea/2_784_Q_.jpg,[0.         0.         0.04420384 ... 0.00196025 0.01203032 0.02098107],1,[0.         0.         0.04420384 ... 0.08065053 0.         0.01443344],[0.33808938 0.         0.5630442  ... 0.00196025 0.01203032 0.02098107]
2_369_E_,2_369_Q_,../new_data/cut_style:korea/2_369_E_.jpg,../new_data/cut_style:korea/2_369_Q_.jpg,[0.00445962 0.         0.3591027  ... 0.         0.01997558 0.0132601 ],1,[0.00445962 0.         0.3591027  ... 0.02290631 0.164089   0.12870364],[0.001056   0.         0.05153421 ... 0.         0.01997558 0.0132601 ]
0_264_E_,0_264_Q_,../new_data/cut_style:america/0_264_E_.jpg,../new_data/cut_style:america/0_264_Q_.jpg,[0.12967922 0.         0.00680968 ... 0.         0.00393061 0.09846827],1,[0.12967922 0.         0.00680968 ... 0.03708519 0.00632695 0.35720217],[0.20282754 0.         0.30830276 ... 0.         0.00393061 0.09846827]
13_1760_E_,13_1760_Q_,../new_data/cut_ugly_clothes_pair/13_1760_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1760_Q_.jpg,[0.06214694 0.00775481 0.07019329 ... 0.         0.10302358 0.00463335],0,[0.06214694 0.00775481 0.07019329 ... 0.02844874 0.00864617 0.00788719],[0.06015543 0.         0.00938241 ... 0.         0.10302358 0.00463335]
1_217_E_,1_217_Q_,../new_data/cut_style:japan/1_217_E_.jpg,../new_data/cut_style:japan/1_217_Q_.jpg,[0.01089872 0.01361805 0.14731795 ... 0.00039645 0.         0.00819078],1,[0.01089872 0.01361805 0.14731795 ... 0.         0.08070654 0.06735221],"[6.9320220e-01 0.0000000e+00 1.8806039e-01 ... 3.9644752e-04 0.0000000e+00
 8.1907762e-03]"
0_491_E_,0_491_Q_,../new_data/cut_style:america/0_491_E_.jpg,../new_data/cut_style:america/0_491_Q_.jpg,[0.         0.         0.06547605 ... 0.         0.00151636 0.01367568],1,[0.         0.         0.06547605 ... 0.         0.         0.00565653],[0.03943133 0.         0.00180814 ... 0.         0.00151636 0.01367568]
1_78_E_,1_78_Q_,../new_data/cut_style:japan/1_78_E_.jpg,../new_data/cut_style:japan/1_78_Q_.jpg,[0.         0.18717784 0.04177154 ... 0.         0.         0.02449569],1,[0.         0.18717784 0.04177154 ... 0.         0.         0.12741335],[0.02061856 0.         0.04483055 ... 0.         0.         0.02449569]
2_844_E_,2_844_Q_,../new_data/cut_style:korea/2_844_E_.jpg,../new_data/cut_style:korea/2_844_Q_.jpg,[0.00738502 0.         0.14575885 ... 0.         0.04005798 0.01653233],1,[0.00738502 0.         0.14575885 ... 0.         0.12186459 0.06276678],[0.05450228 0.         0.11167627 ... 0.         0.04005798 0.01653233]
1_83_E_,1_83_Q_,../new_data/cut_style:japan/1_83_E_.jpg,../new_data/cut_style:japan/1_83_Q_.jpg,[0.06593643 0.         0.10168689 ... 0.         0.         0.01639252],1,[0.06593643 0.         0.10168689 ... 0.         0.06483818 0.02544883],[0.04779764 0.         0.07332409 ... 0.         0.         0.01639252]
13_1865_E_,13_1865_Q_,../new_data/cut_ugly_clothes_pair/13_1865_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1865_Q_.jpg,[0.17627    0.03443522 0.21367098 ... 0.05921144 0.00532525 0.01007028],0,[0.17627    0.03443522 0.21367098 ... 0.         0.0034187  0.32490322],[0.02364769 0.         0.26149157 ... 0.05921144 0.00532525 0.01007028]
13_1976_E_,13_1976_Q_,../new_data/cut_ugly_clothes_pair/13_1976_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1976_Q_.jpg,[0.         0.07623914 0.3512775  ... 0.         0.0775378  0.        ],0,[0.         0.07623914 0.3512775  ... 0.2837687  0.         0.10443547],[0.10197674 0.         1.6324666  ... 0.         0.0775378  0.        ]
1_736_E_,1_736_Q_,../new_data/cut_style:japan/1_736_E_.jpg,../new_data/cut_style:japan/1_736_Q_.jpg,[0.         0.03999847 0.01807607 ... 0.00959807 0.         0.00664665],1,[0.         0.03999847 0.01807607 ... 0.         0.00754419 0.58105   ],[0.3013848  0.         0.06039292 ... 0.00959807 0.         0.00664665]
13_1655_E_,13_1655_Q_,../new_data/cut_ugly_clothes_pair/13_1655_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1655_Q_.jpg,[0.         0.         0.02643678 ... 0.         0.08901414 0.0050116 ],0,[0.         0.         0.02643678 ... 0.         0.         0.01042431],[0.         0.         0.         ... 0.         0.08901414 0.0050116 ]
0_487_E_,0_487_Q_,../new_data/cut_style:america/0_487_E_.jpg,../new_data/cut_style:america/0_487_Q_.jpg,[0.         0.         0.         ... 0.00210251 0.00015987 0.01405249],1,[0.         0.         0.         ... 0.         0.01419575 0.09390637],[0.05406997 0.         0.00011439 ... 0.00210251 0.00015987 0.01405249]
13_2222_E_,13_2222_Q_,../new_data/cut_ugly_clothes_pair/13_2222_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2222_Q_.jpg,[0.         0.         0.01388738 ... 0.06618538 0.04800424 0.06561025],0,[0.         0.         0.01388738 ... 0.         0.         0.        ],[0.17839131 0.         0.05183677 ... 0.06618538 0.04800424 0.06561025]
13_1370_E_,13_1370_Q_,../new_data/cut_ugly_clothes_pair/13_1370_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1370_Q_.jpg,[0.0780875  0.         0.29288587 ... 0.00884524 0.00063278 0.00045124],0,[0.0780875  0.         0.29288587 ... 0.01032546 0.         0.08089878],[0.33128166 0.         0.25695243 ... 0.00884524 0.00063278 0.00045124]
0_842_E_,0_842_Q_,../new_data/cut_style:america/0_842_E_.jpg,../new_data/cut_style:america/0_842_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.17197292],1,[0.         0.         0.         ... 0.         0.         0.01463649],[0.19040212 0.         0.09577977 ... 0.         0.         0.17197292]
13_2484_E_,13_2484_Q_,../new_data/cut_ugly_clothes_pair/13_2484_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2484_Q_.jpg,[0.00207387 0.00245081 0.12137299 ... 0.         0.         0.        ],0,[0.00207387 0.00245081 0.12137299 ... 0.         0.00436184 0.15665136],"[2.2842595e-03 4.9236842e-04 4.9538663e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
0_489_E_,0_489_Q_,../new_data/cut_style:america/0_489_E_.jpg,../new_data/cut_style:america/0_489_Q_.jpg,[0.01776401 0.         0.11296096 ... 0.04157382 0.05412605 0.14387952],1,[0.01776401 0.         0.11296096 ... 0.24376784 0.007533   0.12465115],[0.18016201 0.         0.         ... 0.04157382 0.05412605 0.14387952]
13_1048_E_,13_1048_Q_,../new_data/cut_ugly_clothes_pair/13_1048_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1048_Q_.jpg,[0.         0.         0.03715345 ... 0.         0.10265605 0.        ],0,[0.         0.         0.03715345 ... 0.04460751 0.020607   0.15329306],[0.00257739 0.         0.03298676 ... 0.         0.10265605 0.        ]
13_2162_E_,13_2162_Q_,../new_data/cut_ugly_clothes_pair/13_2162_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2162_Q_.jpg,[0.07702917 0.00120439 0.00211374 ... 0.         0.07991686 0.        ],0,[0.07702917 0.00120439 0.00211374 ... 0.         0.01095944 0.07840972],[0.1179085  0.00025862 0.14322524 ... 0.         0.07991686 0.        ]
2_476_E_,2_476_Q_,../new_data/cut_style:korea/2_476_E_.jpg,../new_data/cut_style:korea/2_476_Q_.jpg,[0.         0.00838038 0.12883922 ... 0.         0.00557113 0.00142348],1,[0.         0.00838038 0.12883922 ... 0.         0.5533845  0.00394397],[0.2711467  0.         0.07028639 ... 0.         0.00557113 0.00142348]
13_1814_E_,13_1814_Q_,../new_data/cut_ugly_clothes_pair/13_1814_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1814_Q_.jpg,[0.         0.03417319 0.10608847 ... 0.         0.09453423 0.23869698],0,[0.         0.03417319 0.10608847 ... 0.         0.03460252 0.1703858 ],"[0.0000000e+00 1.3027253e-04 5.7349637e-02 ... 0.0000000e+00 9.4534233e-02
 2.3869698e-01]"
0_732_E_,0_732_Q_,../new_data/cut_style:america/0_732_E_.jpg,../new_data/cut_style:america/0_732_Q_.jpg,[0.01700423 0.00618526 0.         ... 0.         0.00334018 0.01148619],1,[0.01700423 0.00618526 0.         ... 0.         0.         0.22637722],[0.03437547 0.         0.12208    ... 0.         0.00334018 0.01148619]
2_471_E_,2_471_Q_,../new_data/cut_style:korea/2_471_E_.jpg,../new_data/cut_style:korea/2_471_Q_.jpg,[0.01395773 0.         0.15047257 ... 0.         0.0318172  0.        ],1,[0.01395773 0.         0.15047257 ... 0.01689814 0.         0.14078353],[0.1897847  0.         0.12013417 ... 0.         0.0318172  0.        ]
2_796_E_,2_796_Q_,../new_data/cut_style:korea/2_796_E_.jpg,../new_data/cut_style:korea/2_796_Q_.jpg,[0.01245508 0.0028783  0.00444766 ... 0.         0.         0.0190169 ],1,[0.01245508 0.0028783  0.00444766 ... 0.00496571 0.0334303  0.04973829],[0.20782821 0.         0.22771154 ... 0.         0.         0.0190169 ]
13_1884_E_,13_1884_Q_,../new_data/cut_ugly_clothes_pair/13_1884_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1884_Q_.jpg,[0.         0.01872517 0.         ... 0.         0.23483934 0.00150968],0,[0.         0.01872517 0.         ... 0.         0.0095771  0.01134526],[0.04165741 0.01291073 0.11267871 ... 0.         0.23483934 0.00150968]
0_923_E_,0_923_Q_,../new_data/cut_style:america/0_923_E_.jpg,../new_data/cut_style:america/0_923_Q_.jpg,[0.0304898  0.         0.04220023 ... 0.         0.00034071 0.01167517],1,[0.0304898  0.         0.04220023 ... 0.00129788 0.         0.14401382],[0.         0.         0.04162594 ... 0.         0.00034071 0.01167517]
1_340_E_,1_340_Q_,../new_data/cut_style:japan/1_340_E_.jpg,../new_data/cut_style:japan/1_340_Q_.jpg,[0.         0.         0.09189504 ... 0.         0.         0.00342702],1,[0.         0.         0.09189504 ... 0.         0.         0.21404517],[0.11362151 0.         0.49225768 ... 0.         0.         0.00342702]
0_72_E_,0_72_Q_,../new_data/cut_style:america/0_72_E_.jpg,../new_data/cut_style:america/0_72_Q_.jpg,[0.00328152 0.         0.05637303 ... 0.         0.         0.20521033],1,[0.00328152 0.         0.05637303 ... 0.         0.03211262 0.3369604 ],[0.00135123 0.         0.08211368 ... 0.         0.         0.20521033]
1_953_E_,1_953_Q_,../new_data/cut_style:japan/1_953_E_.jpg,../new_data/cut_style:japan/1_953_Q_.jpg,[0.         0.00075177 0.         ... 0.         0.00224293 0.00095604],1,[0.         0.00075177 0.         ... 0.02701326 0.         0.        ],[0.06423786 0.         0.53178775 ... 0.         0.00224293 0.00095604]
0_845_E_,0_845_Q_,../new_data/cut_style:america/0_845_E_.jpg,../new_data/cut_style:america/0_845_Q_.jpg,[0.02454325 0.         0.05216162 ... 0.         0.01456363 0.20366089],1,[0.02454325 0.         0.05216162 ... 0.12453259 0.         0.00259262],[0.         0.         0.10330577 ... 0.         0.01456363 0.20366089]
0_213_E_,0_213_Q_,../new_data/cut_style:america/0_213_E_.jpg,../new_data/cut_style:america/0_213_Q_.jpg,[0.         0.         0.         ... 0.         0.00789683 0.04185134],1,[0.         0.         0.         ... 0.         0.         0.05018375],[0.18321623 0.         0.16726772 ... 0.         0.00789683 0.04185134]
13_1555_E_,13_1555_Q_,../new_data/cut_ugly_clothes_pair/13_1555_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1555_Q_.jpg,[0.05755748 0.07940532 0.02242396 ... 0.         0.00867368 0.52645093],0,[0.05755748 0.07940532 0.02242396 ... 0.         0.00167013 0.6351567 ],[0.01509793 0.         0.00091368 ... 0.         0.00867368 0.52645093]
2_238_E_,2_238_Q_,../new_data/cut_style:korea/2_238_E_.jpg,../new_data/cut_style:korea/2_238_Q_.jpg,[0.         0.         0.1252868  ... 0.         0.00404027 0.00679934],1,[0.         0.         0.1252868  ... 0.         0.         0.35793352],[0.04572245 0.         0.         ... 0.         0.00404027 0.00679934]
1_464_E_,1_464_Q_,../new_data/cut_style:japan/1_464_E_.jpg,../new_data/cut_style:japan/1_464_Q_.jpg,[0.         0.00022558 0.04142259 ... 0.         0.0218215  0.06910069],1,[0.         0.00022558 0.04142259 ... 0.         0.         0.02274999],[0.02718552 0.         0.         ... 0.         0.0218215  0.06910069]
13_982_E_,13_982_Q_,../new_data/cut_ugly_clothes_pair/13_982_E_.jpg,../new_data/cut_ugly_clothes_pair/13_982_Q_.jpg,[0.         0.02880502 0.24850678 ... 0.00440873 0.14392133 0.13290048],0,[0.         0.02880502 0.24850678 ... 0.         0.         0.14898515],[0.         0.         0.34644172 ... 0.00440873 0.14392133 0.13290048]
0_387_E_,0_387_Q_,../new_data/cut_style:america/0_387_E_.jpg,../new_data/cut_style:america/0_387_Q_.jpg,[0.07365766 0.         0.12353637 ... 0.         0.         0.01483036],1,[0.07365766 0.         0.12353637 ... 0.20755774 0.         0.01046165],[0.15677191 0.         0.43186936 ... 0.         0.         0.01483036]
13_1319_E_,13_1319_Q_,../new_data/cut_ugly_clothes_pair/13_1319_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1319_Q_.jpg,[0.         0.00012374 0.00301203 ... 0.03740293 0.         0.01240249],0,"[0.0000000e+00 1.2374303e-04 3.0120327e-03 ... 0.0000000e+00 8.8417342e-05
 1.5959157e-02]",[0.00920129 0.         0.76344055 ... 0.03740293 0.         0.01240249]
13_1706_E_,13_1706_Q_,../new_data/cut_ugly_clothes_pair/13_1706_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1706_Q_.jpg,[0.         0.02352367 0.         ... 0.05389864 0.         0.24309286],0,[0.         0.02352367 0.         ... 0.         0.04241452 0.06282395],[0.00089622 0.00073974 0.11640704 ... 0.05389864 0.         0.24309286]
